,timestamp,x,y
0,1.590721845626831,600,305
1,0.08763599395751953,610,305
2,0.08857607841491699,620,305
3,0.10404300689697266,630,305
4,0.335421085357666,640,305
5,0.7538599967956543,650,305
6,0.8524789810180664,660,305
7,1.0973401069641113,670,305
8,1.3431861400604248,680,305
9,1.7511811256408691,690,305
10,1.994946002960205,700,305
11,2.09714412689209,710,305
12,2.3449442386627197,720,305
13,2.6161692142486572,730,305
14,2.8637070655822754,740,305
15,3.1434240341186523,750,305
16,3.4084041118621826,760,305
17,3.7869930267333984,770,305
18,3.888583183288574,780,305
19,4.3093202114105225,790,305
20,4.409124135971069,800,305
21,4.826425075531006,810,305
22,4.927859306335449,820,305
