	t	x	y
0	2.921466112136841	36.0	14.0
1	5.049976110458374	40.0	24.0
2	5.154204845428467	38.0	24.0
3	5.260815858840942	40.0	24.0
4	5.367920875549316	40.0	22.0
5	5.976233005523682	42.0	20.0
